Date,Year,Format,Opponent,OpponentTeam,Venue,Runs,Balls,StrikeRate,Fours,Sixes,Is50,Is100,Format_TotalMatches,Format_TotalInnings,Format_CareerRuns,Format_CareerCenturies,Format_CareerHalfCenturies,Format_CareerHighestScore,Format_CareerAverage,Format_CareerStrikeRate,Format_Status
2008-09-05,2008,T20I,Sri Lanka,,Delhi,12,12,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-10-19,2008,T20I,Sri Lanka,,Kolkata,107,107,100.0,13,1,0,1,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-12-02,2008,T20I,Pakistan,,Cape Town,13,13,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-01-15,2009,T20I,Sri Lanka,,Dubai,6,6,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-02-27,2009,T20I,Sri Lanka,,Mumbai,25,25,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-04-12,2009,T20I,England,,Dubai,6,6,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-05-26,2009,T20I,West Indies,,Bengaluru,18,18,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-07-09,2009,T20I,England,,Bengaluru,20,20,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-08-22,2009,T20I,Afghanistan,,Colombo,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-10-05,2009,T20I,England,,Delhi,7,7,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-11-17,2009,T20I,New Zealand,,Kolkata,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2009-12-31,2009,T20I,Pakistan,,Colombo,13,13,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-02-13,2010,T20I,Afghanistan,,Kolkata,3,3,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-03-29,2010,T20I,Sri Lanka,,Bengaluru,46,46,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-05-12,2010,T20I,Zimbabwe,,London,7,7,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-06-24,2010,T20I,Zimbabwe,,Mumbai,95,95,100.0,12,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-08-07,2010,T20I,Zimbabwe,,Dubai,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-09-20,2010,T20I,Zimbabwe,,Cape Town,55,55,100.0,4,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-11-03,2010,T20I,South Africa,,Dubai,82,82,100.0,10,2,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2010-12-17,2010,T20I,Zimbabwe,,Melbourne,41,41,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-01-30,2011,T20I,Afghanistan,,Chennai,57,57,100.0,6,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-03-14,2011,T20I,New Zealand,,Dubai,15,15,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-04-27,2011,T20I,Sri Lanka,,Dubai,0,6,0.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-06-10,2011,T20I,Afghanistan,,Delhi,14,14,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-07-24,2011,T20I,New Zealand,,Kolkata,73,73,100.0,6,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-09-06,2011,T20I,Bangladesh,,Bengaluru,107,107,100.0,10,0,0,1,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-10-20,2011,T20I,New Zealand,,Chennai,7,7,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2011-12-02,2011,T20I,England,,Delhi,49,49,100.0,4,1,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-01-15,2012,T20I,Zimbabwe,,Melbourne,13,13,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-02-28,2012,T20I,England,,Colombo,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-04-12,2012,T20I,South Africa,,Chennai,25,25,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-05-26,2012,T20I,Australia,,Bengaluru,92,92,100.0,11,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-07-09,2012,T20I,Zimbabwe,,Melbourne,62,62,100.0,7,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-08-21,2012,T20I,Bangladesh,,Mumbai,76,76,100.0,9,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-10-04,2012,T20I,Afghanistan,,Bengaluru,9,9,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-11-17,2012,T20I,Sri Lanka,,Ahmedabad,75,75,100.0,9,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2012-12-31,2012,T20I,Sri Lanka,,Dubai,25,25,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-02-13,2013,T20I,Afghanistan,,Ahmedabad,3,3,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-03-28,2013,T20I,Bangladesh,,Bengaluru,34,34,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-05-11,2013,T20I,West Indies,,Chennai,115,115,100.0,13,1,0,1,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-06-24,2013,T20I,Afghanistan,,Cape Town,49,49,100.0,5,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-08-07,2013,T20I,Bangladesh,,Kolkata,4,4,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-09-20,2013,T20I,England,,Mumbai,15,15,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-11-03,2013,T20I,New Zealand,,Ahmedabad,75,75,100.0,6,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2013-12-16,2013,T20I,Afghanistan,,Chennai,80,80,100.0,9,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-01-29,2014,T20I,Pakistan,,Sydney,12,12,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-03-14,2014,T20I,South Africa,,Delhi,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-04-27,2014,T20I,Zimbabwe,,Melbourne,3,3,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-06-10,2014,T20I,Afghanistan,,Kolkata,37,37,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-07-24,2014,T20I,Afghanistan,,Dubai,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-09-05,2014,T20I,England,,Ahmedabad,37,37,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-10-19,2014,T20I,Sri Lanka,,Melbourne,91,91,100.0,10,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2014-12-02,2014,T20I,West Indies,,Melbourne,12,12,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-01-15,2015,T20I,Zimbabwe,,Bengaluru,23,23,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-02-28,2015,T20I,Zimbabwe,,Cape Town,49,49,100.0,6,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-04-13,2015,T20I,Bangladesh,,Sydney,41,41,100.0,5,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-05-26,2015,T20I,Bangladesh,,Ahmedabad,112,112,100.0,13,1,0,1,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-07-09,2015,T20I,Australia,,Ahmedabad,66,66,100.0,5,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-08-22,2015,T20I,Pakistan,,Cape Town,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-10-05,2015,T20I,England,,London,22,22,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2015-11-18,2015,T20I,Pakistan,,Chennai,0,11,0.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-01-01,2016,T20I,South Africa,,Sydney,85,85,100.0,8,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-02-13,2016,T20I,Pakistan,,Sydney,16,16,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-03-28,2016,T20I,Sri Lanka,,Sydney,88,88,100.0,9,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-05-11,2016,T20I,New Zealand,,Cape Town,4,4,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-06-24,2016,T20I,West Indies,,Delhi,13,13,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-08-07,2016,T20I,Sri Lanka,,Bengaluru,49,49,100.0,4,1,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-09-19,2016,T20I,Australia,,Dubai,10,10,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-11-02,2016,T20I,Australia,,London,114,114,100.0,10,1,0,1,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2016-12-16,2016,T20I,Pakistan,,Chennai,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-01-29,2017,T20I,Bangladesh,,Melbourne,20,20,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-03-14,2017,T20I,Australia,,Kolkata,49,49,100.0,5,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-04-27,2017,T20I,Afghanistan,,Kolkata,66,66,100.0,7,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-06-09,2017,T20I,South Africa,,Melbourne,56,56,100.0,6,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-07-23,2017,T20I,Bangladesh,,Chennai,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-09-05,2017,T20I,England,,Sydney,49,49,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-10-19,2017,T20I,Bangladesh,,Colombo,39,39,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2017-12-02,2017,T20I,West Indies,,Sydney,39,39,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-01-15,2018,T20I,England,,Cape Town,63,63,100.0,8,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-02-27,2018,T20I,Bangladesh,,London,31,31,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-04-12,2018,T20I,Pakistan,,Dubai,91,91,100.0,11,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-05-26,2018,T20I,New Zealand,,Sydney,6,6,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-07-09,2018,T20I,Afghanistan,,Sydney,11,11,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-08-22,2018,T20I,Australia,,Melbourne,27,27,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-10-05,2018,T20I,South Africa,,Mumbai,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-11-17,2018,T20I,West Indies,,Melbourne,5,5,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2018-12-31,2018,T20I,West Indies,,Mumbai,86,86,100.0,11,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-02-13,2019,T20I,Pakistan,,Ahmedabad,76,76,100.0,6,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-03-29,2019,T20I,Zimbabwe,,Mumbai,5,5,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-05-12,2019,T20I,New Zealand,,London,24,24,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-06-24,2019,T20I,Afghanistan,,Cape Town,13,13,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-08-07,2019,T20I,Bangladesh,,Cape Town,7,7,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-09-20,2019,T20I,West Indies,,Ahmedabad,29,29,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-11-03,2019,T20I,Afghanistan,,Chennai,9,9,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2019-12-17,2019,T20I,Pakistan,,Cape Town,36,36,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-01-30,2020,T20I,Australia,,Bengaluru,5,5,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-03-13,2020,T20I,Zimbabwe,,Mumbai,32,32,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-04-26,2020,T20I,Afghanistan,,Mumbai,81,81,100.0,8,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-06-09,2020,T20I,West Indies,,Kolkata,23,23,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-07-23,2020,T20I,New Zealand,,Mumbai,80,80,100.0,8,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-09-05,2020,T20I,Zimbabwe,,Kolkata,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-10-19,2020,T20I,Bangladesh,,Colombo,16,16,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2020-12-01,2020,T20I,Sri Lanka,,Kolkata,34,34,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-01-14,2021,T20I,South Africa,,Mumbai,66,66,100.0,6,0,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-02-27,2021,T20I,Bangladesh,,London,26,26,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-04-12,2021,T20I,England,,Ahmedabad,8,8,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-05-26,2021,T20I,New Zealand,,Colombo,1,1,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-07-09,2021,T20I,West Indies,,Delhi,49,49,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-08-21,2021,T20I,Zimbabwe,,Cape Town,5,5,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-10-04,2021,T20I,Australia,,Delhi,15,15,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-11-17,2021,T20I,Bangladesh,,Sydney,9,9,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2021-12-31,2021,T20I,Sri Lanka,,Mumbai,85,85,100.0,9,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-02-13,2022,T20I,Sri Lanka,,Ahmedabad,85,85,100.0,9,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-03-28,2022,T20I,Afghanistan,,Mumbai,29,29,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-05-11,2022,T20I,Pakistan,,London,9,9,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-06-24,2022,T20I,Bangladesh,,Mumbai,7,7,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-08-07,2022,T20I,Sri Lanka,,Colombo,31,31,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-09-20,2022,T20I,Bangladesh,,Melbourne,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-11-03,2022,T20I,England,,Ahmedabad,17,17,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2022-12-16,2022,T20I,Australia,,Sydney,31,31,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-01-29,2023,T20I,England,,Melbourne,21,21,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-03-14,2023,T20I,Australia,,Bengaluru,14,14,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-04-27,2023,T20I,Zimbabwe,,Kolkata,38,38,100.0,3,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-06-10,2023,T20I,Bangladesh,,Colombo,0,6,0.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-07-24,2023,T20I,Australia,,Sydney,25,25,100.0,2,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-09-05,2023,T20I,Australia,,Colombo,49,49,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-10-19,2023,T20I,England,,London,37,37,100.0,4,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2023-12-02,2023,T20I,Zimbabwe,,Delhi,2,2,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-01-15,2024,T20I,West Indies,,Delhi,3,3,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-02-28,2024,T20I,New Zealand,,Mumbai,80,80,100.0,8,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-04-12,2024,T20I,Australia,,Delhi,10,10,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-05-25,2024,T20I,Australia,,Sydney,10,10,100.0,1,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-07-08,2024,T20I,West Indies,,Delhi,9,9,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-08-21,2024,T20I,New Zealand,,London,4,4,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-10-04,2024,T20I,South Africa,,Melbourne,52,52,100.0,6,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-11-17,2024,T20I,Sri Lanka,,Melbourne,75,75,100.0,8,1,1,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2024-12-31,2024,T20I,New Zealand,,Cape Town,8,8,100.0,0,0,0,0,159,151,4231,5,32,121,31.3,140.9,Retired (June 2024)
2008-01-01,2008,IPL,,Rajasthan Royals,Wankhede Stadium Mumbai,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-01-26,2008,IPL,,Delhi Capitals,Eden Gardens Kolkata,12,12,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-02-21,2008,IPL,,Chennai Super Kings,Chepauk Chennai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-03-18,2008,IPL,,Sunrisers Hyderabad,Eden Gardens Kolkata,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-04-12,2008,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,71,71,100.0,7,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-05-08,2008,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,49,49,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-06-03,2008,IPL,,Sunrisers Hyderabad,Wankhede Stadium Mumbai,23,23,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-06-28,2008,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,73,73,100.0,6,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-07-24,2008,IPL,,Chennai Super Kings,Narendra Modi Ahmedabad,68,68,100.0,9,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-08-19,2008,IPL,,Kolkata Knight Riders,Chinnaswamy Bengaluru,10,10,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-09-13,2008,IPL,,Delhi Capitals,Chepauk Chennai,47,47,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-10-09,2008,IPL,,Kolkata Knight Riders,Chinnaswamy Bengaluru,32,32,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-11-04,2008,IPL,,Royal Challengers Bengaluru,Wankhede Stadium Mumbai,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-11-29,2008,IPL,,Chennai Super Kings,Arun Jaitley Delhi,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2008-12-25,2008,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,46,46,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-01-20,2009,IPL,,Chennai Super Kings,Eden Gardens Kolkata,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-02-14,2009,IPL,,Gujarat Titans,Eden Gardens Kolkata,15,15,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-03-12,2009,IPL,,Kolkata Knight Riders,Wankhede Stadium Mumbai,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-04-07,2009,IPL,,Rajasthan Royals,Chinnaswamy Bengaluru,49,49,100.0,6,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-05-02,2009,IPL,,Royal Challengers Bengaluru,Eden Gardens Kolkata,9,9,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-05-28,2009,IPL,,Chennai Super Kings,Wankhede Stadium Mumbai,74,74,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-06-23,2009,IPL,,Gujarat Titans,Chepauk Chennai,62,62,100.0,6,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-07-18,2009,IPL,,Gujarat Titans,Chepauk Chennai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-08-13,2009,IPL,,Chennai Super Kings,Chinnaswamy Bengaluru,58,58,100.0,7,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-09-08,2009,IPL,,Kolkata Knight Riders,Eden Gardens Kolkata,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-10-03,2009,IPL,,Kolkata Knight Riders,Chepauk Chennai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-10-29,2009,IPL,,Kolkata Knight Riders,Wankhede Stadium Mumbai,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-11-24,2009,IPL,,Kolkata Knight Riders,Narendra Modi Ahmedabad,7,7,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2009-12-20,2009,IPL,,Rajasthan Royals,Arun Jaitley Delhi,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-01-14,2010,IPL,,Gujarat Titans,Chepauk Chennai,20,20,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-02-09,2010,IPL,,Kolkata Knight Riders,Narendra Modi Ahmedabad,9,9,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-03-07,2010,IPL,,Rajasthan Royals,Wankhede Stadium Mumbai,13,13,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-04-01,2010,IPL,,Kolkata Knight Riders,Chepauk Chennai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-04-27,2010,IPL,,Royal Challengers Bengaluru,Chinnaswamy Bengaluru,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-05-23,2010,IPL,,Lucknow Super Giants,Chepauk Chennai,12,12,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-06-17,2010,IPL,,Delhi Capitals,Eden Gardens Kolkata,38,38,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-07-13,2010,IPL,,Lucknow Super Giants,Narendra Modi Ahmedabad,14,14,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-08-08,2010,IPL,,Royal Challengers Bengaluru,Chinnaswamy Bengaluru,85,85,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-09-02,2010,IPL,,Sunrisers Hyderabad,Eden Gardens Kolkata,0,14,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-09-28,2010,IPL,,Rajasthan Royals,Chepauk Chennai,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-10-24,2010,IPL,,Delhi Capitals,Wankhede Stadium Mumbai,16,16,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-11-18,2010,IPL,,Delhi Capitals,Chinnaswamy Bengaluru,5,5,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2010-12-14,2010,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-01-09,2011,IPL,,Chennai Super Kings,Chepauk Chennai,38,38,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-02-03,2011,IPL,,Punjab Kings,Chepauk Chennai,74,74,100.0,10,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-03-01,2011,IPL,,Delhi Capitals,Eden Gardens Kolkata,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-03-27,2011,IPL,,Rajasthan Royals,Narendra Modi Ahmedabad,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
